datetime,temp,solar_wh,consumption_kwh,hour,dayofweek
2025-01-01 00:00:00,26.74834280137122,48.570617883617984,1.2240699830754345,0,2
2025-01-01 01:00:00,24.85416465639138,-64.76293103335604,1.344091379015214,1,2
2025-01-01 02:00:00,27.22278025340655,-59.377658338752006,1.028282754874003,2,2
2025-01-01 03:00:00,29.859561143626134,28.94549090345671,2.0039934497565053,3,2
2025-01-01 04:00:00,24.59876823609366,-3.2168823689583257,0.7905666229673058,4,2
2025-01-01 05:00:00,24.60957412030784,-22.758589197688195,1.4910818964344061,5,2
2025-01-01 06:00:00,30.060379908065507,50.781394199723536,1.7060578713313443,6,2
2025-01-01 07:00:00,27.63580195335248,62.96280759067007,1.1005159628543189,7,2
2025-01-01 08:00:00,23.9358307408681,202.62286934447215,0.9727680868585226,8,2
2025-01-01 09:00:00,26.982689985105235,438.99143203775236,0.9692068821821604,9,2
2025-01-01 10:00:00,23.975512548946018,581.2445502528217,1.0108508952053041,10,2
2025-01-01 11:00:00,23.979331951536953,824.8361107874032,1.0618108578175558,11,2
2025-01-01 12:00:00,26.113163418105096,760.5976188383496,0.834233834682552,12,2
2025-01-01 13:00:00,19.658191061354593,779.2566148308799,1.1069598261052473,13,2
2025-01-01 14:00:00,20.234033284938498,671.6916419329923,0.6831058752842433,14,2
2025-01-01 15:00:00,23.732678971599896,331.1352255363951,0.898933885334775,15,2
2025-01-01 16:00:00,22.391802759327454,182.83324120737748,1.0671939848544554,16,2
2025-01-01 17:00:00,26.383792457754378,110.70020813050255,1.099003515923178,17,2
2025-01-01 18:00:00,22.72773234613999,57.862227386551254,1.2921577696522804,18,2
2025-01-01 19:00:00,21.225647348997494,-8.574780019411964,1.1213215124088531,19,2
2025-01-01 20:00:00,29.870258402100006,-36.733554683842975,1.8469061561987425,20,2
2025-01-01 21:00:00,24.80673659270764,47.79679111653811,1.0661267521762494,21,2
2025-01-01 22:00:00,25.697403258030644,59.177455129080236,1.5502818147497823,22,2
2025-01-01 23:00:00,21.231326980561796,-58.23316742561973,1.1830658205000673,23,2
2025-01-02 00:00:00,23.883176000765637,-60.19568244831901,0.8920748611588081,0,3
2025-01-02 01:00:00,25.85984431298174,11.262834099179978,0.9610633063966898,1,3
2025-01-02 02:00:00,22.08484790993645,31.468031671444603,1.2087287273759177,2,3
2025-01-02 03:00:00,26.675674518900344,-14.953454261502744,1.2279650542652107,3,3
2025-01-02 04:00:00,23.75741593354424,33.964690999117465,1.5939313369902193,4,3
2025-01-02 05:00:00,24.695002005604287,-35.506830341869104,0.9923001324771549,5,3
2025-01-02 06:00:00,23.775714376694424,-105.73467995368676,1.2078924398607864,6,3
2025-01-02 07:00:00,31.148419426492037,32.39478486959473,1.475220575206598,7,3
2025-01-02 08:00:00,25.561843553987348,203.161607325655,0.8014690293573193,8,3
2025-01-02 09:00:00,22.43995248669207,386.20800200517704,1.2367944060138676,9,3
2025-01-02 10:00:00,28.09146973982019,542.0698368170256,0.6956001903238496,10,3
2025-01-02 11:00:00,21.972053462610333,655.6277127198347,1.0174084848135667,11,3
2025-01-02 12:00:00,26.27192428008222,774.2955597816051,0.9785814718028784,12,3
2025-01-02 13:00:00,19.777071873975004,791.2929500962626,0.8951657147283583,13,3
2025-01-02 14:00:00,21.68227251193742,662.8098719706842,1.0038873246383475,14,3
2025-01-02 15:00:00,26.268162436200846,459.3856692069229,0.6679959236113423,15,3
2025-01-02 16:00:00,27.90372618995341,159.2045232425723,1.2312645015607115,16,3
2025-01-02 17:00:00,26.21317866079445,-4.095477695293546,1.2849690990247042,17,3
2025-01-02 18:00:00,25.362875977671756,24.83173074899477,1.209420939551863,18,3
2025-01-02 19:00:00,24.817256380506215,31.755000579896265,1.684621226122711,19,3
2025-01-02 20:00:00,21.29574776790636,20.00848026002487,1.1201944136900162,20,3
2025-01-02 21:00:00,23.5825270093275,-100.70316371188817,1.2800863987712563,21,3
2025-01-02 22:00:00,24.370888835375343,-43.344229244173334,1.486377812754903,22,3
2025-01-02 23:00:00,28.93491695336649,-1.4844395142989215,1.3419283462970406,23,3
2025-01-03 00:00:00,26.80514987705419,24.360909731521357,0.9236901882241124,0,4
2025-01-03 01:00:00,20.495918877555958,38.36536813012434,0.8776565868762294,1,4
2025-01-03 02:00:00,26.768035183252653,7.212676114102001,1.612165312780532,2,4
2025-01-03 03:00:00,24.651279955844867,16.539190326911797,1.0941950698722447,3,4
2025-01-03 04:00:00,23.786503903275815,4.243272918055208,1.1628526473163006,4,4
2025-01-03 05:00:00,27.663041457363597,34.28096871092415,0.9774471843357893,5,4
2025-01-03 06:00:00,28.9317534189969,15.64328257454555,1.6226062106150634,6,4
2025-01-03 07:00:00,28.643337038019983,56.8767214885889,0.9045222876600788,7,4
2025-01-03 08:00:00,23.342585503133854,186.5815600431309,0.8017473944677356,8,4
2025-01-03 09:00:00,24.94334189482054,404.0645712521239,0.9599040838832321,9,4
2025-01-03 10:00:00,26.875509818073535,624.2295689419636,0.6871908145508855,10,4
2025-01-03 11:00:00,28.819094953109264,759.7839309586785,1.069057284374471,11,4
2025-01-03 12:00:00,24.465676446951026,819.0413209172627,1.180441917900654,12,4
2025-01-03 13:00:00,25.356961354580427,813.5462545813348,0.9856508795033727,13,4
2025-01-03 14:00:00,22.6056720164542,613.2581961373295,0.9261084584856717,14,4
2025-01-03 15:00:00,22.3467952444215,367.5500739763422,0.942972941892773,15,4
2025-01-03 16:00:00,28.383730280803796,244.1803392997084,0.9181055510056363,16,4
2025-01-03 17:00:00,30.0256101095337,-14.72007839722123,1.8056329913344107,17,4
2025-01-03 18:00:00,25.751596376998744,-54.07066903696436,1.0375685738931866,18,4
2025-01-03 19:00:00,28.9889616555292,16.792363236003453,1.489425646275086,19,4
2025-01-03 20:00:00,27.074006753780925,25.819833389328938,1.2230051132685615,20,4
2025-01-03 21:00:00,24.064474622755966,-62.25256117519975,1.4017525014266272,21,4
2025-01-03 22:00:00,27.094755396655486,-19.1408740493375,1.4206347877587282,22,4
2025-01-03 23:00:00,30.63541245319007,-30.304191610982933,1.8524493524001038,23,4
2025-01-04 00:00:00,25.924558284704943,-24.333816144079837,1.2581332986226101,0,5
2025-01-04 01:00:00,30.736700486778137,47.17988881364729,1.949882072477324,1,5
2025-01-04 02:00:00,18.19426678790513,35.32527317736264,0.7455716688858787,2,5
2025-01-04 03:00:00,28.529941652153724,-0.9561089926853741,1.0146874925428762,3,5
2025-01-04 04:00:00,26.336106835090497,-27.29809635574639,1.078987261855606,4,5
2025-01-04 05:00:00,25.18867451729963,-67.48248351100703,1.0876802647246264,5,5
2025-01-04 06:00:00,26.37170927807767,71.00924693909744,0.9601435156071737,6,5
2025-01-04 07:00:00,20.144450020374748,83.19553350047045,1.049916514274726,7,5
2025-01-04 08:00:00,25.458870346783424,164.66654479634292,0.9004236842034945,8,5
2025-01-04 09:00:00,27.199952395842242,435.97997488124446,0.8570610905226326,9,5
2025-01-04 10:00:00,30.573024905915624,596.4888189712686,1.2920251715774287,10,5
2025-01-04 11:00:00,24.59525962110807,732.0546862706584,0.8910910271510423,11,5
2025-01-04 12:00:00,23.735316379822383,821.7605764144802,0.3746630488002777,12,5
2025-01-04 13:00:00,24.666252373137695,709.3352490181393,0.8674087378388318,13,5
2025-01-04 14:00:00,28.92845556968505,582.8121740244947,1.1447506261828135,14,5
2025-01-04 15:00:00,27.179227650025627,406.0730532099774,0.9483829968642997,15,5
2025-01-04 16:00:00,24.614418200475782,175.02744035573926,0.587179647304144,16,5
2025-01-04 17:00:00,27.754224982592554,87.04409899960085,0.944963347338295,17,5
2025-01-04 18:00:00,26.51637857800046,93.45332518391304,0.9917137460270917,18,5
2025-01-04 19:00:00,29.141803517970438,-37.714906630357135,1.3229569130341428,19,5
2025-01-04 20:00:00,24.14043124535037,-83.25626481520221,1.343586277164533,20,5
2025-01-04 21:00:00,25.274325426478978,-100.08700837381308,1.602822744671949,21,5
2025-01-04 22:00:00,25.09170809932916,-7.523407074749111,1.2102717517605361,22,5
2025-01-04 23:00:00,21.88820775443076,-33.15822950630914,1.0365809082719537,23,5
2025-01-05 00:00:00,27.177832812255428,10.39302505335403,1.237734089502,0,6
2025-01-05 01:00:00,27.08335651645436,6.629883601305053,1.3878058314998292,1,6
2025-01-05 02:00:00,26.326249119799122,-80.16084233070481,1.3241995131745472,2,6
2025-01-05 03:00:00,25.6178647252934,-90.7441914740703,1.7486225744927495,3,6
2025-01-05 04:00:00,22.086230594891095,14.796662017304762,1.0569324861810667,4,6
2025-01-05 05:00:00,25.081122862932837,6.7714417359978505,1.2504462959838598,5,6
2025-01-05 06:00:00,25.325630600885304,-21.290899918327565,1.5097835906836408,6,6
2025-01-05 07:00:00,23.957656965574984,-29.267340770390696,1.1972318474037065,7,6
2025-01-05 08:00:00,25.89134555904132,223.5695631382495,0.5099844146951239,8,6
2025-01-05 09:00:00,27.59806847779586,463.5949772711971,0.8993284759920038,9,6
2025-01-05 10:00:00,32.05518611129862,613.899122010946,2.2107006809943943,10,6
2025-01-05 11:00:00,26.93107362796805,704.0364669855222,1.4781285980798275,11,6
2025-01-05 12:00:00,27.19070241942628,802.2276082785576,1.0407591767501638,12,6
2025-01-05 13:00:00,26.205423828214478,678.1044574670913,0.8264273412607033,13,6
2025-01-05 14:00:00,20.68315752283035,652.8980356919398,0.698159369512522,14,6
2025-01-05 15:00:00,26.370638395044157,404.09221672647703,1.34374867150617,15,6
2025-01-05 16:00:00,26.641578757819797,111.59215441233835,1.0457483172931519,16,6
2025-01-05 17:00:00,33.86132182048917,38.55612046404052,2.195717069745208,17,6
2025-01-05 18:00:00,25.905219186649706,23.165075511711542,1.159368726733244,18,6
2025-01-05 19:00:00,27.397649943368734,-16.65238104877612,1.262037303365741,19,6
2025-01-05 20:00:00,26.39957767453433,-13.794786072008694,1.3087613307776238,20,6
2025-01-05 21:00:00,23.008383164473635,-61.22011035236359,1.0200762684908422,21,6
2025-01-05 22:00:00,29.953589235452547,28.327049354082806,1.5655592252380384,22,6
2025-01-05 23:00:00,28.791622619929612,-32.42346000095687,1.0673187425078112,23,6
2025-01-06 00:00:00,28.91962130284066,-107.82226885025163,1.6378577836311217,0,0
2025-01-06 01:00:00,23.829064241544245,-18.56286853351969,1.131676306645937,1,0
2025-01-06 02:00:00,30.7763098818231,49.05748577851765,1.9873418002924335,2,0
2025-01-06 03:00:00,22.3730732970888,-19.34647232999737,1.4844517017152656,3,0
2025-01-06 04:00:00,28.349896491177315,86.89924925617602,1.331448151269118,4,0
2025-01-06 05:00:00,33.171389993873255,21.448397427425853,2.4702534032785,5,0
2025-01-06 06:00:00,23.639111224570378,16.937908114018306,1.238784295376787,6,0
2025-01-06 07:00:00,24.92252326602235,47.16992519034409,0.9126387207700454,7,0
2025-01-06 08:00:00,26.931065970808103,196.5856896117854,1.149232999575589,8,0
2025-01-06 09:00:00,25.13237949425503,386.82881824402466,0.962167679507758,9,0
2025-01-06 10:00:00,22.001509899305677,584.8865303958736,0.7911197960842175,10,0
2025-01-06 11:00:00,26.86988200216311,772.953519617133,1.1095698113779502,11,0
2025-01-06 12:00:00,23.487973965647104,753.2084385104718,1.1460968712716704,12,0
2025-01-06 13:00:00,28.106353566150176,692.6154700775626,0.6589222661734513,13,0
2025-01-06 14:00:00,23.93799387180108,543.8402474562313,1.2065567769536212,14,0
2025-01-06 15:00:00,31.35675921715188,502.28272738385783,1.812132158929667,15,0
2025-01-06 16:00:00,24.36788467452695,226.51714508352893,0.9566539900293197,16,0
2025-01-06 17:00:00,25.762147668695846,68.81444857023189,1.101324926319303,17,0
2025-01-06 18:00:00,29.179570646041515,-52.87573351467157,1.3814973833095232,18,0
2025-01-06 19:00:00,23.05711192659479,31.167115033741428,1.390832902838185,19,0
2025-01-06 20:00:00,27.44276966152024,-5.828567322666433,1.124644906052429,20,0
2025-01-06 21:00:00,30.69250219671639,10.708447056587492,1.57813541323703,21,0
2025-01-06 22:00:00,21.959307395200213,-48.8310157931778,1.0004487441786134,22,0
2025-01-06 23:00:00,27.346340922853067,8.013442870878835,1.3134043665806454,23,0
2025-01-07 00:00:00,27.582769056235563,-21.19167691032416,1.0109063320010685,0,1
2025-01-07 01:00:00,29.15926968742313,-38.280557851509386,1.8118326464937127,1,1
2025-01-07 02:00:00,23.11362840492999,36.70531679036244,1.4378566906879287,2,1
2025-01-07 03:00:00,22.873789225162422,-76.88539042650012,1.4666878332065931,3,1
2025-01-07 04:00:00,28.41166134400126,28.238813215707527,1.3278710519357975,4,1
2025-01-07 05:00:00,27.74746729997655,34.22430667764981,1.2515723234589922,5,1
2025-01-07 06:00:00,27.618667509339467,-43.982183777562035,0.9612576291511447,6,1
2025-01-07 07:00:00,27.917208304223816,12.573415429601162,1.099156702031498,7,1
2025-01-07 08:00:00,24.84846326234296,188.84871593667984,0.9759666910074171,8,1
2025-01-07 09:00:00,27.595971298330262,414.1018105231109,1.013461125058452,9,1
2025-01-07 10:00:00,27.789099429444672,592.3572504092887,1.2376623622905765,10,1
2025-01-07 11:00:00,24.777498575613247,768.0882845233695,0.778807403210498,11,1
2025-01-07 12:00:00,32.52854619522298,888.14898262687,2.006908238830281,12,1
2025-01-07 13:00:00,28.363390263083872,721.0243230562899,1.0561817500794015,13,1
2025-01-07 14:00:00,23.378648848275102,514.2410014648291,0.7129129189082587,14,1
2025-01-07 15:00:00,28.93288700080565,441.2961791515328,1.0957019859460446,15,1
2025-01-07 16:00:00,24.04984698924222,284.1657287963764,0.9985899620933939,16,1
2025-01-07 17:00:00,29.34581062068334,73.22825663878086,1.1713684008962693,17,1
2025-01-07 18:00:00,30.47100733503515,-54.387433767683405,2.0795497157046103,18,1
2025-01-07 19:00:00,24.543836405053828,-6.194618161760046,0.8978150876366013,19,1
2025-01-07 20:00:00,29.906673477991447,-55.926174210581614,1.9012226175445304,20,1
2025-01-07 21:00:00,28.26554856378597,32.14277469814738,1.3986242359096936,21,1
2025-01-07 22:00:00,29.50404591276191,-67.56452013492172,1.4622457606791595,22,1
2025-01-07 23:00:00,32.73890298214225,-15.00643934141,2.199844031889563,23,1
2025-01-08 00:00:00,26.32301723369036,-50.216891314695324,0.7839434765515099,0,2
2025-01-08 01:00:00,24.808629576778767,6.341234256748093,1.0409649975172335,1,2
2025-01-08 02:00:00,24.411950204278305,-18.317083856887884,1.4094353310005996,2,2
2025-01-08 03:00:00,24.64371699123178,8.838105162513193,1.1887828547442654,3,2
2025-01-08 04:00:00,26.870495995047346,1.117527748318283,1.4325961760783685,4,2
2025-01-08 05:00:00,28.135909243608815,-49.33295138620552,1.1100030967772934,5,2
2025-01-08 06:00:00,27.953176826245706,31.34385317645109,1.3414212320213128,6,2
2025-01-08 07:00:00,29.61530419220845,51.151555894068764,1.1603263276352278,7,2
2025-01-08 08:00:00,27.183409039847785,150.57354960670492,0.7068849987580322,8,2
2025-01-08 09:00:00,31.515653411590222,512.0463278102895,1.7574879094634204,9,2
2025-01-08 10:00:00,26.371727387621256,623.8215083358562,0.7670066977360007,10,2
2025-01-08 11:00:00,35.33685098015617,738.7471338438103,2.4256483152316,11,2
2025-01-08 12:00:00,29.063989997093138,870.7602263350911,1.129534559129886,12,2
2025-01-08 13:00:00,24.626158632842532,838.5009419831058,0.9212870832862577,13,2
2025-01-08 14:00:00,23.99559602560818,592.7325288843059,1.1536717222992134,14,2
2025-01-08 15:00:00,28.666331847153103,417.3698743217382,1.2539440972148879,15,2
2025-01-08 16:00:00,26.559166185535496,150.5998590998529,1.1439886398465662,16,2
2025-01-08 17:00:00,29.382194816862484,46.23020094782407,1.3896202038943226,17,2
2025-01-08 18:00:00,28.670543848890425,-9.953127687993494,1.4341585140126014,18,2
2025-01-08 19:00:00,27.042980719820537,9.241351681082701,0.9542110187056216,19,2
2025-01-08 20:00:00,24.731721622773044,16.63802393185052,1.229974439587055,20,2
2025-01-08 21:00:00,22.738195253202065,27.991422441402996,1.319358755466163,21,2
2025-01-08 22:00:00,25.95382504696345,11.882132814997956,1.4914875898740874,22,2
2025-01-08 23:00:00,29.873198082192992,-60.53713133145823,1.805557228894611,23,2
2025-01-09 00:00:00,27.95691354235483,-46.92335528705425,1.4480766869210846,0,3
2025-01-09 01:00:00,23.58804539378445,-27.32038097318365,0.9936004217269524,1,3
2025-01-09 02:00:00,27.85543273117631,-14.11202959616144,1.134716474770381,2,3
2025-01-09 03:00:00,28.502469114789974,52.53871452360567,1.411487421429748,3,3
2025-01-09 04:00:00,24.705570481791938,-58.14694934264565,1.4321905381485125,4,3
2025-01-09 05:00:00,27.828942710368416,-17.870752408534997,1.1709542708322163,5,3
2025-01-09 06:00:00,27.55301693188502,47.65047491070249,1.1835108081701695,6,3
2025-01-09 07:00:00,23.960102043483715,38.595964761393915,1.0374280612005957,7,3
2025-01-09 08:00:00,28.472995949397713,223.02078249214114,0.7930748219204036,8,3
2025-01-09 09:00:00,29.092607144319512,393.0228978536047,1.494632696044564,9,3
2025-01-09 10:00:00,30.67002575162384,612.839162866236,1.391679219284423,10,3
2025-01-09 11:00:00,30.59289538964441,734.9865343232984,1.1645059626992422,11,3
